element_type,osmid,amenity,name,geometry
way,65509889,parking,,"POLYGON ((16.3566512 48.1732703, 16.3566111 48.1731963, 16.3566795 48.1731668, 16.3566583 48.1731449, 16.3567224 48.1731174, 16.3567434 48.1731391, 16.3568141 48.1731084, 16.3567926 48.1730873, 16.3568536 48.1730611, 16.356874 48.1730825, 16.3569449 48.1730514, 16.3569242 48.1730308, 16.3569847 48.1730048, 16.3570056 48.1730256, 16.3570752 48.1729958, 16.3570545 48.1729749, 16.3571181 48.1729476, 16.357139 48.172969, 16.3572099 48.1729381, 16.357189 48.1729172, 16.3572502 48.172891, 16.3572703 48.1729118, 16.3573393 48.1728821, 16.357319 48.1728614, 16.3573801 48.1728352, 16.3574003 48.172856, 16.357471 48.1728252, 16.3574508 48.1728049, 16.3575118 48.1727787, 16.3575325 48.1727996, 16.3576014 48.1727701, 16.3575809 48.172749, 16.3576453 48.1727214, 16.3576651 48.1727422, 16.3577354 48.1728183, 16.3566512 48.1732703))"
way,66729000,parking,Baufeld 1A,"POLYGON ((16.3611778 48.179523, 16.3612571 48.1795864, 16.3613033 48.1795624, 16.3613405 48.1795943, 16.361263 48.1796356, 16.3612896 48.1796587, 16.3613959 48.1796616, 16.3621847 48.1800444, 16.3621583 48.1798899, 16.3621576 48.1797647, 16.3620959 48.17931, 16.362064 48.1791351, 16.3617861 48.1791819, 16.3614626 48.1793435, 16.3611585 48.1795076, 16.3611778 48.179523))"
way,66729006,school,Mittelschule Quellenstraße 144,"POLYGON ((16.3610139 48.1770559, 16.3609586 48.1766037, 16.3610106 48.1765989, 16.3613958 48.1765746, 16.3614422 48.1765717, 16.3615732 48.1765635, 16.3617497 48.1765502, 16.3618783 48.1765408, 16.3619871 48.1765298, 16.3625627 48.1764921, 16.3625894 48.1764905, 16.3626538 48.1769397, 16.3626246 48.1769419, 16.3620598 48.1769819, 16.3615535 48.1770177, 16.3610139 48.1770559))"
way,67099238,language_school,ipcenter.at,"POLYGON ((16.36497 48.1782911, 16.364912 48.1778695, 16.3657528 48.177818, 16.3658108 48.1782396, 16.3652411 48.1782745, 16.36497 48.1782911))"
way,67099246,parking,,"POLYGON ((16.3629644 48.1774961, 16.3629926 48.1774498, 16.3636084 48.1774077, 16.3636549 48.1774485, 16.3629644 48.1774961))"
way,67327176,place_of_worship,Heilig-Grab-Kapelle,"POLYGON ((16.4203237 48.1322932, 16.4203144 48.1322539, 16.4202412 48.1322614, 16.420225 48.1322713, 16.4202296 48.1322946, 16.4202521 48.1322987, 16.4203237 48.1322932))"
way,67327202,place_of_worship,Johanneskirche,"POLYGON ((16.4205863 48.1319786, 16.4205736 48.1319632, 16.4206217 48.1319462, 16.4205585 48.1318739, 16.4205108 48.1318905, 16.4205213 48.1319035, 16.420399 48.1319528, 16.4204127 48.1319743, 16.4203756 48.1319886, 16.4203944 48.1320136, 16.4204327 48.1320013, 16.4204415 48.1320159, 16.4204507 48.1320269, 16.4205863 48.1319786))"
way,67332167,parking,,"POLYGON ((16.4220714 48.1315419, 16.422137 48.1312396, 16.4225413 48.1311704, 16.4226446 48.1314454, 16.4220714 48.1315419))"
way,71175257,parking,,"POLYGON ((16.3595216 48.1716716, 16.3593572 48.171188, 16.3596954 48.1711248, 16.3598474 48.1716211, 16.3595216 48.1716716))"
way,71175259,parking,,"POLYGON ((16.3606406 48.1715494, 16.3604967 48.1709814, 16.3607133 48.170957, 16.3607332 48.1710354, 16.3608528 48.1715071, 16.3608573 48.171525, 16.3606406 48.1715494))"
way,71175453,parking,,"POLYGON ((16.3614228 48.1721147, 16.3613907 48.1720088, 16.3613413 48.1718454, 16.361751 48.1717856, 16.3619368 48.1717585, 16.3619911 48.1719175, 16.3620288 48.1720278, 16.3618393 48.172055, 16.3614228 48.1721147))"
way,75800596,kindergarten,Städtischer Kindergarten,"POLYGON ((16.3667096 48.1804303, 16.3667247 48.1801955, 16.3668249 48.1801984, 16.3668156 48.1803432, 16.3669273 48.1803463, 16.3669473 48.1803151, 16.3670029 48.1802998, 16.3670582 48.1803134, 16.3670759 48.1803506, 16.3671929 48.1803539, 16.3672019 48.1802126, 16.3673047 48.1802155, 16.3672942 48.1803794, 16.367331 48.1803808, 16.3673292 48.1804085, 16.3673516 48.1804191, 16.3673616 48.1804389, 16.3673472 48.18046, 16.3673253 48.1804696, 16.3673236 48.1804957, 16.3672848 48.1804946, 16.3672816 48.1805441, 16.3671321 48.1805398, 16.3671338 48.1805133, 16.3671223 48.180513, 16.3671255 48.1804632, 16.3668953 48.1804566, 16.3668944 48.1804713, 16.3667932 48.1804684, 16.3667955 48.1804328, 16.3667096 48.1804303))"
way,75800597,place_of_worship,St. Johann Evangelist,"POLYGON ((16.3752761 48.1785842, 16.3752625 48.1785881, 16.3752521 48.1785952, 16.3752466 48.1786044, 16.3752468 48.1786143, 16.3752526 48.1786234, 16.3752633 48.1786303, 16.375277 48.178634, 16.3752807 48.178634, 16.3752807 48.1786445, 16.3752554 48.1786445, 16.3752294 48.1786518, 16.3752095 48.1786651, 16.3751988 48.1786825, 16.3751989 48.1787013, 16.3752098 48.1787187, 16.3752298 48.1787319, 16.3752559 48.178739, 16.3752807 48.178739, 16.3752807 48.1787486, 16.375278 48.1787486, 16.375264 48.1787525, 16.3752532 48.1787596, 16.3752473 48.1787689, 16.3752472 48.1787791, 16.375253 48.1787884, 16.3752637 48.1787956, 16.3752777 48.1787995, 16.3753921 48.1788, 16.3753921 48.178813, 16.3755347 48.178813, 16.3755347 48.1788016, 16.375894 48.1788016, 16.375894 48.1787771, 16.375894 48.1787526, 16.3759116 48.1787526, 16.3759116 48.1786927, 16.3759116 48.1786329, 16.3758941 48.1786329, 16.3758941 48.1786066, 16.3758941 48.1785802, 16.3755371 48.1785847, 16.3755375 48.1785716, 16.3753923 48.1785716, 16.3753923 48.1785837, 16.3753625 48.1785838, 16.3752761 48.1785842))"
way,75802450,school,BG/BRG Pichelmayergasse,"POLYGON ((16.3792267 48.1541103, 16.3784576 48.1543301, 16.3779817 48.1544661, 16.3777964 48.1545196, 16.3777438 48.1545565, 16.3777327 48.1545879, 16.37773 48.1547706, 16.3777054 48.1553837, 16.3779327 48.1553872, 16.3791875 48.1554066, 16.3792267 48.1541103))"
way,75804804,parking,,"POLYGON ((16.3696256 48.1788945, 16.3698959 48.1788922, 16.3699038 48.1788921, 16.3699111 48.1788921, 16.3699148 48.178892, 16.3699119 48.1787404, 16.3696226 48.1787429, 16.3696241 48.1788181, 16.3696256 48.1788945))"
way,75917926,school,Polytechnische Schule,"POLYGON ((16.3752482 48.1770551, 16.3755584 48.1770338, 16.3755519 48.1769619, 16.3755062 48.1769649, 16.3754888 48.1766662, 16.3755335 48.1766632, 16.3755316 48.1765888, 16.3751586 48.1766156, 16.3751622 48.1766881, 16.375187 48.1766873, 16.3751884 48.1767096, 16.3752779 48.1767055, 16.3752799 48.1767499, 16.3750172 48.1767587, 16.3750273 48.1769191, 16.3752917 48.176913, 16.3752952 48.1769784, 16.3752428 48.1769822, 16.3752482 48.1770551))"
way,75934253,fuel,Jet,"POLYGON ((16.3655002 48.1745647, 16.3657887 48.1745441, 16.3657729 48.1744456, 16.3657278 48.1744488, 16.3657119 48.1743504, 16.3657105 48.1743414, 16.3656862 48.1741905, 16.3656833 48.1741734, 16.3656542 48.1739924, 16.3654044 48.1740092, 16.3654584 48.1744034, 16.3654844 48.1744663, 16.3655002 48.1745647))"
way,76114048,kindergarten,,"POLYGON ((16.3537087 48.171324, 16.3536355 48.1712469, 16.3537297 48.1712084, 16.3537087 48.1711875, 16.3538656 48.171121, 16.3538866 48.1711385, 16.3540226 48.1710825, 16.3540069 48.171065, 16.3540645 48.171044, 16.3541743 48.171156, 16.3541272 48.171177, 16.3541377 48.1711875, 16.3537767 48.1713379, 16.3537505 48.17131, 16.3537087 48.171324))"
way,76114090,parking,,"POLYGON ((16.3571843 48.1697747, 16.3568876 48.1697335, 16.3567648 48.1692979, 16.3574497 48.1692061, 16.3571843 48.1697747))"
way,76114101,parking,,"POLYGON ((16.3581525 48.1683819, 16.3583486 48.1684188, 16.3586015 48.1678213, 16.3584053 48.1677844, 16.3581525 48.1683819))"
way,76167655,school,Janusz-Korczak-Volksschule,"POLYGON ((16.361164 48.1683478, 16.3620088 48.1682578, 16.3617737 48.1672108, 16.3594696 48.1674676, 16.3592992 48.1676837, 16.361164 48.1683478))"
way,76167659,parking,,"POLYGON ((16.3609747 48.1671932, 16.360961 48.1671323, 16.3609517 48.1670913, 16.361729 48.1670134, 16.3617376 48.1670516, 16.3617519 48.1671152, 16.3609747 48.1671932))"
way,76370635,parking,,"POLYGON ((16.3646467 48.1695502, 16.3644364 48.1695558, 16.3644326 48.1695296, 16.3644291 48.1695053, 16.3644263 48.1694853, 16.3644228 48.1694613, 16.3646355 48.1694517, 16.3646167 48.1692734, 16.3649367 48.169224, 16.3649389 48.1692711, 16.364955 48.1694701, 16.364961 48.1695517, 16.3646729 48.1695677, 16.3646467 48.1695502))"
way,76909937,parking,,"POLYGON ((16.3553614 48.1726305, 16.3551303 48.1724054, 16.35504 48.1723141, 16.3551925 48.1722482, 16.3553461 48.1721824, 16.3556617 48.172505, 16.3555108 48.172568, 16.3553614 48.1726305))"
way,77917793,fountain,,"POLYGON ((16.3743521 48.1844354, 16.3743108 48.1844207, 16.3742772 48.1843999, 16.3742919 48.1843914, 16.3743286 48.1844097, 16.3743521 48.1844354))"
way,77930288,fire_station,Hauptfeuerwache Favoriten,"POLYGON ((16.3778535 48.18229, 16.377452 48.182071, 16.3773192 48.1819998, 16.3773024 48.181999, 16.3772902 48.1820022, 16.3772807 48.1820106, 16.3773846 48.1815361, 16.3775279 48.1815484, 16.3775792 48.1815528, 16.3776841 48.1815617, 16.377767 48.1815688, 16.3778027 48.1815719, 16.3778809 48.1815786, 16.3781449 48.1817228, 16.3781724 48.1817373, 16.3781965 48.18175, 16.3782575 48.1817827, 16.3783839 48.1818511, 16.3781885 48.1820124, 16.37816 48.182036, 16.378115 48.1820731, 16.3779604 48.1821999, 16.3779014 48.1822495, 16.3778535 48.18229))"
way,78488788,parking,,"POLYGON ((16.3696731 48.1801406, 16.369848 48.180237, 16.3698585 48.1807735, 16.3696808 48.1808597, 16.3696731 48.1801406))"
way,78589648,place_of_worship,Dreifaltigkeitspfarre,"POLYGON ((16.3679317 48.1809973, 16.3679253 48.1808389, 16.3679767 48.180838, 16.367978 48.1808695, 16.3681985 48.1808655, 16.3681991 48.1808807, 16.3682161 48.1808803, 16.3684131 48.1808789, 16.3684176 48.1809909, 16.3682899 48.1809908, 16.3679317 48.1809973))"
way,78720426,parking,,"POLYGON ((16.3649971 48.1784882, 16.3658379 48.1784368, 16.3658164 48.1782805, 16.3658108 48.1782396, 16.3652411 48.1782745, 16.36497 48.1782911, 16.3649758 48.1783337, 16.3649971 48.1784882))"
way,78883459,parking,,"POLYGON ((16.3723249 48.1791638, 16.3723262 48.1789914, 16.3721192 48.1789887, 16.3721192 48.1790272, 16.3720984 48.1790272, 16.3720975 48.1792002, 16.3723246 48.1792012, 16.3723249 48.1791638))"
way,78883463,parking,,"POLYGON ((16.3721008 48.1793954, 16.3720967 48.1793003, 16.3720975 48.1792002, 16.3723246 48.1792012, 16.3723233 48.1792998, 16.3723233 48.1793934, 16.3721008 48.1793954))"
way,79812510,parking,,"POLYGON ((16.3707169 48.1787688, 16.3707172 48.1787938, 16.3707955 48.1787931, 16.3707949 48.1787671, 16.3707169 48.1787688))"
way,79812511,parking,,"POLYGON ((16.3704292 48.1789689, 16.3706043 48.1789663, 16.3706 48.1787936, 16.3705087 48.1787951, 16.3704217 48.1787982, 16.3704292 48.1789689))"
way,79812513,parking,,"POLYGON ((16.3708322 48.1793848, 16.3708314 48.1792965, 16.3708314 48.1792725, 16.3708318 48.1792245, 16.3710829 48.1792206, 16.3710862 48.1793817, 16.3709228 48.1793838, 16.3708322 48.1793848))"
way,80018974,kindergarten,Garten der Kinder,"POLYGON ((16.3690345 48.1785377, 16.3687726 48.1785531, 16.368564 48.1785635, 16.3685466 48.1784631, 16.3685221 48.1782951, 16.3691293 48.1782518, 16.3692128 48.178246, 16.3692897 48.1782404, 16.3693631 48.1782368, 16.3693924 48.1784532, 16.3693971 48.1784989, 16.3693771 48.1785004, 16.3693408 48.1785028, 16.3693402 48.1785194, 16.3692625 48.1785211, 16.3692626 48.1785391, 16.3690318 48.1785515, 16.3690345 48.1785377))"
way,81389869,biergarten,Alxingers Biergarten,"POLYGON ((16.3679757 48.177586, 16.3679689 48.1775341, 16.3681943 48.1775203, 16.3681974 48.1775533, 16.368064 48.177561, 16.3680665 48.1775807, 16.3679757 48.177586))"
way,83500452,parking,,"POLYGON ((16.3739159 48.1627189, 16.3736387 48.1626702, 16.3736421 48.1627817, 16.3737251 48.1627814, 16.3737399 48.1633032, 16.3736182 48.1633042, 16.3736231 48.1634601, 16.3739449 48.1634568, 16.3739159 48.1627189))"
way,84013302,parking,,"POLYGON ((16.4073032 48.1617938, 16.4071518 48.161674, 16.4068075 48.1613858, 16.4063076 48.1610363, 16.4062154 48.1610887, 16.4059155 48.1613697, 16.4062647 48.1615134, 16.4068318 48.1617468, 16.4072148 48.1619044, 16.4073032 48.1617938))"
way,84821052,fuel,Jet,"POLYGON ((16.3646807 48.1651544, 16.3655285 48.1650334, 16.3655881 48.1652302, 16.3647383 48.1653477, 16.3646807 48.1651544))"
way,84821094,parking,,"POLYGON ((16.3663641 48.1650908, 16.3663698 48.165122, 16.3665444 48.1650963, 16.3666951 48.1650743, 16.366622 48.1648582, 16.3665865 48.1647531, 16.3661759 48.1648109, 16.3662207 48.1649769, 16.366182 48.1649832, 16.3661908 48.1649986, 16.3661998 48.1650193, 16.3663354 48.1650001, 16.3663641 48.1650908))"
way,84821121,parking,,"POLYGON ((16.3651995 48.1634901, 16.3652397 48.1636413, 16.3662109 48.1635345, 16.3661792 48.1633962, 16.3661091 48.1634029, 16.3651995 48.1634901))"
way,84971488,social_facility,Haus Wienerberg für Pensionisten,"POLYGON ((16.3589476 48.1578666, 16.3589148 48.1578117, 16.3588472 48.1578273, 16.3587606 48.1577815, 16.3586814 48.1578003, 16.3586803 48.1578294, 16.3586383 48.1578391, 16.3586308 48.1578638, 16.3586671 48.1578844, 16.3586577 48.1579128, 16.3586949 48.1579328, 16.3586877 48.1579634, 16.3587254 48.15798, 16.3587173 48.1580124, 16.3586729 48.1580254, 16.3586699 48.1580544, 16.3586275 48.1580638, 16.3586235 48.1580968, 16.3585736 48.1581122, 16.3585359 48.1580901, 16.3584956 48.1581031, 16.3584632 48.1580836, 16.3584177 48.1580949, 16.3583781 48.1580754, 16.3583879 48.158046, 16.3583509 48.1580273, 16.3583567 48.1579957, 16.3583203 48.1579797, 16.3583249 48.1579481, 16.3582937 48.1579338, 16.3582535 48.1579464, 16.3582223 48.157926, 16.3581827 48.1579381, 16.3581801 48.1579667, 16.3581346 48.1579771, 16.358134 48.1580061, 16.3580872 48.1580169, 16.3580853 48.1580455, 16.3580437 48.1580572, 16.3580736 48.1581044, 16.3580665 48.1581339, 16.358097 48.158149, 16.3581411 48.1581361, 16.358171 48.1581538, 16.3582067 48.1582123, 16.3582035 48.1582404, 16.3582327 48.1582543, 16.3582632 48.1583063, 16.3582554 48.1583323, 16.3582885 48.1583478, 16.3583155 48.1583905, 16.3583158 48.1584336, 16.3582463 48.1584496, 16.3582463 48.1584609, 16.3582353 48.1584674, 16.3582216 48.1584648, 16.3582126 48.1584579, 16.3581392 48.1584786, 16.3581093 48.1584648, 16.3580743 48.1584055, 16.3580814 48.1583782, 16.3580496 48.1583634, 16.3580184 48.1583123, 16.3580262 48.1582872, 16.357997 48.1582682, 16.3579457 48.1582803, 16.3579087 48.1582582, 16.3578801 48.158211, 16.3578892 48.1581802, 16.3578503 48.1581633, 16.357823 48.1581161, 16.3578314 48.1580871, 16.3577951 48.1580694, 16.3577639 48.1580178, 16.357771 48.1579871, 16.3577386 48.1579723, 16.3577055 48.1579169, 16.35771 48.1578887, 16.3577568 48.1578788, 16.3577607 48.1578537, 16.357734 48.1578398, 16.357699 48.1577839, 16.3577029 48.1577549, 16.3576711 48.1577402, 16.3576392 48.1576891, 16.3576457 48.1576609, 16.3576211 48.1576492, 16.3576042 48.1576488, 16.3575756 48.1576583, 16.3575341 48.1576397, 16.3575023 48.157589, 16.35751 48.1575591, 16.3574763 48.1575448, 16.3574471 48.1574942, 16.3574576 48.157464, 16.3575209 48.1574467, 16.3575368 48.1574324, 16.3575616 48.1574364, 16.357627 48.1574186, 16.3576613 48.1574309, 16.3576957 48.1574855, 16.3576918 48.1575089, 16.3577237 48.1575258, 16.3577581 48.1575128, 16.3578003 48.1575336, 16.3578321 48.157589, 16.3578256 48.1576137, 16.3578606 48.1576293, 16.3578886 48.15768, 16.3578756 48.1577064, 16.3579113 48.1577246, 16.3579425 48.1577133, 16.3580257 48.1577209, 16.3580592 48.1577428, 16.3580963 48.1577268, 16.3581892 48.1577346, 16.358219 48.1577527, 16.3582587 48.1577406, 16.3582632 48.1577159, 16.3583041 48.1577051, 16.3583073 48.1576782, 16.358362 48.1576619, 16.3583923 48.1576797, 16.3584329 48.1576685, 16.3584619 48.1576841, 16.358503 48.1576744, 16.3585055 48.1576475, 16.358544 48.1576144, 16.3585758 48.1576078, 16.3585836 48.1575777, 16.3586359 48.1575366, 16.3586699 48.1575274, 16.3586745 48.1574888, 16.3586377 48.1574758, 16.3586048 48.1574265, 16.3586138 48.157399, 16.3585833 48.1573843, 16.3585484 48.1573297, 16.358557 48.1572952, 16.3585952 48.1572886, 16.3586005 48.1572617, 16.3585733 48.1572467, 16.358541 48.1571915, 16.358556 48.1571658, 16.3586226 48.1571474, 16.3586285 48.1571356, 16.3586482 48.1571403, 16.3587214 48.1571199, 16.3587609 48.1571374, 16.3587928 48.1571874, 16.3587834 48.1572133, 16.3588202 48.1572312, 16.3588502 48.1572823, 16.3588398 48.157315, 16.3588093 48.1573214, 16.3587977 48.1573296, 16.3587922 48.1573494, 16.3588262 48.1573666, 16.3588567 48.1574181, 16.3588492 48.1574434, 16.3588822 48.1574625, 16.3589154 48.1575189, 16.3589107 48.1575412, 16.3589397 48.1575574, 16.3589837 48.1575429, 16.3590172 48.1575677, 16.3590508 48.15756, 16.3590907 48.1575799, 16.3590861 48.1576078, 16.3590504 48.1576162, 16.3590424 48.1576418, 16.3590796 48.1576606, 16.359111 48.1577121, 16.3591034 48.1577417, 16.3591398 48.1577586, 16.3591694 48.1578052, 16.3591591 48.1578354, 16.3591977 48.1578533, 16.3592264 48.1579004, 16.3592229 48.1579335, 16.3591734 48.1579486, 16.3591723 48.1579758, 16.3592041 48.1579902, 16.359235 48.1580414, 16.3592275 48.1580667, 16.3592611 48.158083, 16.3592979 48.1581419, 16.3592835 48.1581617, 16.3592165 48.1581849, 16.3592059 48.1582013, 16.3591837 48.1581946, 16.3591151 48.1582105, 16.3590815 48.1581925, 16.3590472 48.1581411, 16.3590547 48.1581146, 16.359022 48.1580995, 16.3589897 48.158048, 16.3589962 48.1580245, 16.3589645 48.1580058, 16.3589291 48.1579472, 16.3589321 48.1579206, 16.3589773 48.1579094, 16.3589834 48.1578844, 16.3589476 48.1578666))"
way,93990211,fast_food,Burger King,"POLYGON ((16.384495 48.1598534, 16.3845947 48.1598346, 16.3846124 48.1598313, 16.3846068 48.159818, 16.3847919 48.1597864, 16.384794 48.159793, 16.3848306 48.1597867, 16.3848643 48.1597808, 16.3848981 48.1598665, 16.3848276 48.159878, 16.3848352 48.1598968, 16.3846509 48.1599289, 16.3845358 48.1599486, 16.384495 48.1598534))"
way,99618944,parking,,"POLYGON ((16.3609943 48.1608573, 16.3609036 48.1608824, 16.3608117 48.1606893, 16.360984 48.1606511, 16.3610453 48.1607852, 16.3609743 48.1608005, 16.3609943 48.1608573))"
way,99683744,parking,,"POLYGON ((16.3555434 48.1648602, 16.3554772 48.1647332, 16.3557658 48.1646447, 16.3558203 48.1647306, 16.3557541 48.164754, 16.3557773 48.1647925, 16.3555434 48.1648602))"
way,99683763,parking,,"POLYGON ((16.3601504 48.1637995, 16.3600295 48.1635862, 16.3603492 48.1635056, 16.3604819 48.163753, 16.360319 48.1637737, 16.3601504 48.1637995))"
way,99683764,parking,,"POLYGON ((16.3605403 48.163745, 16.3604896 48.1636591, 16.3609575 48.1635394, 16.3610316 48.1636769, 16.36064 48.1637301, 16.3605403 48.163745))"
way,99683771,parking,,"POLYGON ((16.3617948 48.1621098, 16.36174 48.1620188, 16.3616828 48.1619321, 16.3615179 48.161977, 16.3615684 48.1620604, 16.361428 48.162102, 16.361454 48.1621506, 16.3614752 48.1621946, 16.3617948 48.1621098))"
way,99861740,parking,,"POLYGON ((16.3951871 48.1748754, 16.3952562 48.1749229, 16.3953363 48.1749763, 16.3972582 48.1736942, 16.3971081 48.1735933, 16.3951871 48.1748754))"
way,100034454,parking,,"POLYGON ((16.3484421 48.1756113, 16.3485445 48.1756331, 16.3485187 48.1756871, 16.3485899 48.1757023, 16.3486654 48.1755445, 16.3485954 48.1755296, 16.3486691 48.1753756, 16.3486821 48.1753485, 16.3486934 48.1753248, 16.3487636 48.1753398, 16.348843 48.1751738, 16.3487741 48.1751591, 16.3488108 48.1750822, 16.3487055 48.1750598, 16.3484421 48.1756113))"
way,100036773,place_of_worship,Spitalskapelle zum Göttlichen Erlöser,"POLYGON ((16.3492734 48.1748185, 16.3493633 48.1747802, 16.3495171 48.1747149, 16.3494949 48.1746917, 16.3494833 48.1746796, 16.3494682 48.1746638, 16.3494496 48.1746443, 16.3493772 48.174675, 16.3493707 48.1746682, 16.3493628 48.1746599, 16.3493267 48.1746221, 16.349314 48.1746089, 16.3492326 48.1746435, 16.3491427 48.1746817, 16.3492734 48.1748185))"
way,100036777,place_of_worship,Hl. Katharina v. Siena,"POLYGON ((16.3482698 48.1746104, 16.34847 48.1746538, 16.3484808 48.1746316, 16.3485003 48.1746358, 16.3485191 48.1746399, 16.3485862 48.1745023, 16.3485504 48.1744945, 16.3485615 48.1744717, 16.3483609 48.1744283, 16.3483492 48.1744523, 16.3483123 48.1744444, 16.3482467 48.174579, 16.3482659 48.1745831, 16.3482815 48.1745865, 16.3482698 48.1746104))"
way,100499270,parking,,"POLYGON ((16.3481778 48.1674858, 16.3480172 48.1672334, 16.347101 48.1674928, 16.347124 48.167529, 16.3471287 48.1675364, 16.347134 48.1675447, 16.3471541 48.1675763, 16.3473988 48.1679606, 16.3474601 48.1679432, 16.3475026 48.1680099, 16.3474361 48.1680287, 16.3475466 48.1682023, 16.3477562 48.168143, 16.3476493 48.167975, 16.3482167 48.1678143, 16.3480337 48.1675266, 16.3481778 48.1674858))"
way,100509144,parking,,"POLYGON ((16.3464967 48.1653007, 16.3465563 48.1653012, 16.3465495 48.1653633, 16.346143 48.1654718, 16.3461554 48.1654274, 16.3460289 48.1654626, 16.3460391 48.1654796, 16.345937 48.165506, 16.3458991 48.1654455, 16.3460008 48.1654163, 16.3460665 48.1653979, 16.3460114 48.1653619, 16.3462573 48.165293, 16.3463235 48.1652945, 16.3463828 48.1653341, 16.3464967 48.1653007))"
way,100509173,parking,,"POLYGON ((16.34615 48.1654804, 16.3461751 48.1655214, 16.3462189 48.1655453, 16.3463192 48.1655175, 16.3464192 48.1654897, 16.3464634 48.1655655, 16.3465916 48.1655299, 16.3465772 48.1655069, 16.3466023 48.1654204, 16.3467695 48.1653752, 16.3467381 48.1653243, 16.3465883 48.1653676, 16.3466132 48.165408, 16.3463493 48.1654806, 16.3463222 48.165433, 16.34615 48.1654804))"
way,103523046,parking,,"POLYGON ((16.3452107 48.1697306, 16.3451941 48.1697252, 16.3451872 48.1697126, 16.3452201 48.1696533, 16.3457389 48.1695097, 16.3455287 48.1691716, 16.3457866 48.1690959, 16.3456967 48.1689597, 16.3454458 48.1690333, 16.3452736 48.168753, 16.3456249 48.1686521, 16.3458358 48.1686609, 16.3459619 48.1687734, 16.346374 48.1694458, 16.3462876 48.1694707, 16.3461797 48.1695019, 16.3455592 48.1696363, 16.3455356 48.1696428, 16.3455313 48.169636, 16.3454613 48.1696559, 16.3454648 48.1696614, 16.3452107 48.1697306))"
way,103523048,clinic,Gesundheitszentrum Favoriten,"POLYGON ((16.3451552 48.1694662, 16.3453618 48.1694859, 16.3453924 48.1694591, 16.3454472 48.1691955, 16.3453527 48.1690606, 16.3450667 48.1689102, 16.3449856 48.1689299, 16.3448749 48.1690332, 16.3448897 48.1690972, 16.3450637 48.1691793, 16.345017 48.1692233, 16.3450667 48.169294, 16.3451504 48.1693026, 16.3451184 48.1694416, 16.3451552 48.1694662))"
way,103523265,parking,,"POLYGON ((16.3445257 48.1694432, 16.3447134 48.1695365, 16.344862 48.1695103, 16.3449502 48.1694827, 16.3450145 48.1694474, 16.3450667 48.169294, 16.345017 48.1692233, 16.3449124 48.1691489, 16.3448653 48.1691855, 16.344504 48.1691035, 16.3445223 48.1691559, 16.3444706 48.1693557, 16.3445257 48.1694432))"
way,103575100,parking,,"POLYGON ((16.358372 48.1714105, 16.3583443 48.1713387, 16.3583683 48.1713346, 16.3583521 48.1712926, 16.3583024 48.1713011, 16.3582663 48.1712072, 16.358353 48.1711923, 16.3585531 48.171158, 16.3586511 48.1711413, 16.3587311 48.171349, 16.3586278 48.1713667, 16.358372 48.1714105))"
way,105074775,parking,,"POLYGON ((16.3617691 48.1738025, 16.3617501 48.1736273, 16.3617745 48.1735915, 16.3618571 48.173606, 16.3619481 48.1735737, 16.3619843 48.1736013, 16.3620178 48.1737889, 16.3617691 48.1738025))"
way,105078373,parking,,"POLYGON ((16.3661162 48.1744173, 16.3661332 48.1745229, 16.3659813 48.1745338, 16.3659364 48.1742547, 16.3660883 48.1742438, 16.3661162 48.1744173))"
way,109838493,parking,,"POLYGON ((16.3719292 48.1546088, 16.3724984 48.1545782, 16.3724734 48.1539783, 16.3721639 48.1539807, 16.3720504 48.1539816, 16.3719292 48.1546088))"
way,111542534,university,FH Campus Wien,"POLYGON ((16.3827945 48.1585891, 16.383056 48.1597306, 16.3829474 48.1598022, 16.3826309 48.1599382, 16.3822232 48.16005, 16.3808312 48.159592, 16.3805509 48.1595508, 16.3807864 48.1594194, 16.3808539 48.1593817, 16.38087 48.1592583, 16.3808303 48.1591582, 16.380644 48.1587973, 16.3812352 48.158656, 16.3807252 48.1577875, 16.3811249 48.1577097, 16.3818839 48.1569528, 16.3821107 48.156889, 16.3822339 48.1571031, 16.3823205 48.1571478, 16.3824107 48.1573764, 16.38252 48.157649, 16.3825578 48.15775, 16.3826121 48.1579915, 16.3826437 48.158067, 16.3826258 48.1581301, 16.3827425 48.1584197, 16.3827945 48.1585891))"
way,113516215,parking,,"POLYGON ((16.3399271 48.1584206, 16.3399736 48.1584799, 16.3401163 48.158662, 16.3403297 48.1587047, 16.3405323 48.1586389, 16.340871 48.1591157, 16.3405529 48.1592982, 16.340299 48.1593783, 16.3402029 48.1595202, 16.3395543 48.1597273, 16.3398799 48.1601632, 16.3405604 48.1598262, 16.3414814 48.159335, 16.3409085 48.1585171, 16.3410036 48.1584878, 16.3409395 48.1583979, 16.3408376 48.1584262, 16.3407183 48.1582665, 16.3401164 48.1584372, 16.340081 48.1583795, 16.3399271 48.1584206))"
way,115362814,school,Volksschule Herzgasse,"POLYGON ((16.3663009 48.1708122, 16.3662718 48.1707243, 16.3666146 48.1706739, 16.3666437 48.1707617, 16.3663009 48.1708122))"
